Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Type,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Type,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Type,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade
Gilberto Legros,gle6196@lionstate.edu,21,85626,1897642691,F,Pirtleville,Arizona,nwu9w5mv,119 Harvey Street ,CSE,MATH140,Calculus with Analytic Geometry,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,99.0,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,99.0
Dr. Ashton Stehr,das7737@lionstate.edu,22,72360,9887573433,M,Marianna,Arkansas,ucsw5qmf,9659 Rosewood Drive ,CMPEN,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,90.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,90.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,75.0
Elbert Davis,eda3706@lionstate.edu,22,51577,6236712453,M,Walnut,Iowa,nfl28k41,285 Dogwood Drive ,CMPSC,DS220,Data Modelling,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,98.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,79.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,87.0
Gardner Rippin,gri9899@lionstate.edu,21,46974,2935297744,M,Roann,Indiana,3nsynvz6,9420 Tallwood Street ,EE,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,85.0,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,,,
Floy Koss,fko5077@lionstate.edu,20,80744,3614103389,F,Ovid,Colorado,4pvvl7p1,8985 Cambridge Ave. ,CSE,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,99.0,STAT414,Introduction to Probability Theory,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,,,,STAT415,Introduction to Mathematical Statistics,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,97.0
Elvera Auer Jr.,eau5556@lionstate.edu,21,60511,4414304742,F,Big Rock,Illinois,cf5aejxt,78 South Brewery Ave. ,IST,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,77.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,100.0,STAT414,Introduction to Probability Theory,Regular 3 credit course offered only on campus,Cap,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,,,
Dolores Ledner,dle5410@lionstate.edu,19,67490,7448317180,F,Wilson,Kansas,9s8t276n,963 Court Road ,CSE,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,95.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,93.0,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,99.0
Dr. Karelle Koss,dka3721@lionstate.edu,20,30097,7535570080,M,Duluth,Georgia,69gexir6,88 Harrison Street ,PHYS,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,66.0,CMPSC131,Programming and Computation,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,81.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,92.0
Derick O'Hara,do'6054@lionstate.edu,22,51442,8358735163,M,Denison,Iowa,70pipr2e,120 Heritage Lane ,PHYS,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,100.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,99.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,77.0
Ella Waelchi,ewa2037@lionstate.edu,20,92113,6863198544,F,San Diego,California,poakps30,8985 Cambridge Ave. ,PHYS,MATH231,Vector Calculus,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,100.0,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,99.0,STAT318,Elementary Probability,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,89.0
Dorothy Wunsch,dwu9169@lionstate.edu,21,61761,9279633923,F,Normal,Illinois,apbb4k6x,655 East Branch Dr. ,CMPEN,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,,,,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,86.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,72.0
Friedrich O'Kon II,fo'6167@lionstate.edu,18,66091,7811756413,F,Welda,Kansas,5z1mvehd,55 Hall St. ,MATH,MATH231,Vector Calculus,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,91.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,87.0,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,100.0
Dortha Ondricka,don6643@lionstate.edu,19,62633,9416385067,M,Easton,Illinois,ew3xk7ww,120 Heritage Lane ,PHYS,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,60.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,77.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,81.0
Dr. Leilani Purdy,dle3899@lionstate.edu,22,32168,6607563285,M,New Smyrna Beach,Florida,hr9gvnwp,9420 Tallwood Street ,ECON,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,,,,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,70.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,82.0
Hayden Conn,hco5500@lionstate.edu,19,95459,1937947807,F,Manchester,California,l9uczvs1,361 E. Sierra Street ,EE,CMPEN362,Communication Networks,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,96.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,91.0,CMPSC132,Programming and Computation II,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,75.0
Frank Williamson,fwi8821@lionstate.edu,21,30105,6021059609,F,Armuchee,Georgia,idkbon4x,461 Heather Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,83.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,76.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,79.0
Fausto Bernhard III,fbe8649@lionstate.edu,22,47926,5017188306,F,Burnettsville,Indiana,hod33g2g,7450 West Manchester Street ,STAT,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,75.0,CMPSC131,Programming and Computation,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,95.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,69.0
Ethan Johnston,ejo5512@lionstate.edu,18,80910,5929288056,M,Colorado Springs,Colorado,xgzmz7gb,91 S. Gartner Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,88.0,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,99.0,CMPSC311,Introduction to Systems Programming,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,79.0
Gretchen Spinka I,gsp6165@lionstate.edu,20,95553,6563518418,F,Miranda,California,im9dpro0,18 Lakeview Street ,IST,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,82.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,90.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,,,
Hayden Schroeder,hsc7353@lionstate.edu,19,94103,5028017701,M,San Francisco,California,yr2i3klq,91 S. Gartner Street ,CMPEN,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,95.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,91.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,75.0
Erin Reilly II,ere1755@lionstate.edu,22,95324,8035385807,M,Hilmar,California,x50p3uzk,119 Harvey Street ,DS,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,81.0,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,99.0
Garett Balistreri,gba7661@lionstate.edu,22,30820,2876601021,M,Mitchell,Georgia,miklog0x,963 Court Road ,PHYS,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,96.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,86.0,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,81.0
Earl Harvey,eha5861@lionstate.edu,19,46721,7174227539,M,Butler,Indiana,3bhnzahn,182 Spring Street ,MATH,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,,,,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,95.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,76.0
Darrel Schmitt,dsc6643@lionstate.edu,20,52801,7287955627,F,Davenport,Iowa,lnjgs77d,361 E. Sierra Street ,CHEM,STAT318,Elementary Probability,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,62.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,61.0,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,78.0
Deshawn Williamson,dwi1180@lionstate.edu,20,62682,2529148893,M,San Jose,Illinois,abcfoz4u,232 W. Homewood Ave. ,CHEM,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,61.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,,,,MATH140,Calculus with Analytic Geometry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,65.0
Edmond Beatty,ebe7690@lionstate.edu,22,95060,6616351983,M,Santa Cruz,California,i9hg2u5p,8985 Cambridge Ave. ,CHEM,CMPSC311,Introduction to Systems Programming,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,87.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,76.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,61.0
Garrison Brekke,gbr1918@lionstate.edu,20,90401,9136095309,F,Santa Monica,California,jl6pbnsl,9408 Anderson Court ,CSE,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,,,,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,82.0
